nofinesset;nofinessej;rs;rslongue;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750030850;750030843;SELARL MAC MAHON;;14;;AVENUE;MAC MAHON;;75;PARIS;75017;PARIS 17;143803525;;01/07/2011;24/11/1942;25/07/2011;48.876731, 2.2947821;48.876731;2.2947821
750030884;750030876;PHARMACIE 24;;24;;AVENUE;MAC MAHON;;75;PARIS;75017;PARIS 17;143801196;;30/07/1992;28/05/1943;13/07/2009;48.8782971, 2.2945156;48.8782971;2.2945156
750031304;750031296;PHARMACIE DU PALAIS DES CONGRES;;2;;PL;DE LA PORTE MAILLOT;;75;PARIS;75017;PARIS 17;140682433;145742862;14/02/2000;21/12/1942;13/07/2009;48.8776419, 2.2811115;48.8776419;2.2811115
750031767;750031742;PHARMACIE SATELLITE;;118;;AVENUE;DE VILLIERS;;75;PARIS;75017;PARIS 17;143808609;143802384;24/07/2000;24/11/1942;17/06/2009;48.8852491, 2.2959126;48.8852491;2.2959126
750031932;750031924;PHARMACIE DAUBIE;;40;;RUE;DES ABBESSES;;75;PARIS;75018;PARIS 18;146062130;146068161;26/06/1990;31/12/1942;12/01/2009;48.8853267, 2.3365487;48.8853267;2.3365487
750031957;750031940;SARL PHARMACIE DU PROGRES;;24;;BOULEVARD;BARBES;;75;PARIS;75018;PARIS 18;146060758;146060478;01/10/2012;31/12/1943;19/11/2012;48.8853849, 2.34972;48.8853849;2.34972
750032187;750032161;SNC PHARMACIE DES 3 ARRONDISSEMENTS;;4;;BOULEVARD;DE LA CHAPELLE;1 RUE D AUBERVILLIERS;75;PARIS;75018;PARIS 18;146079582;;01/07/2011;30/12/1942;25/07/2011;48.8841054, 2.3524169;48.8841054;2.3524169
750032302;750032294;PHARMACIE CHATEL;;18;;AVENUE;DE CLICHY;;75;PARIS;75018;PARIS 18;145221648;145225120;13/12/1995;28/05/1943;22/06/2009;48.8848039, 2.3269945;48.8848039;2.3269945
750032500;750032492;PHARMACIE DE LA ROTONDE;;33;;RUE;DAMREMONT;;75;PARIS;75018;PARIS 18;142525112;142525192;01/09/2007;30/06/1943;25/08/2010;48.8894929, 2.3335629;48.8894929;2.3335629
750032567;750032542;SARL DARMON AGNES;;64;;RUE;DAMREMONT;;75;PARIS;75018;PARIS 18;146060489;146061260;01/10/2010;31/12/1942;27/07/2011;48.8908178, 2.3345642;48.8908178;2.3345642
750032617;750032591;SELARL PHARMACIE RUBINSTEIN;;132;;RUE;DAMREMONT;ANGLE 130 RUE CHAMPIONNET;75;PARIS;75018;PARIS 18;146066542;142645119;01/10/2012;31/12/1942;19/11/2012;48.8871389, 2.3325701;48.8871389;2.3325701
750032757;750032740;SELARL PHARMACIE CHARBONNIER;;2;;PL;JACQUES FROMENT;;75;PARIS;75018;PARIS 18;146272954;142634318;01/10/2012;05/05/1943;04/10/2012;48.8907912, 2.331265;48.8907912;2.331265
750028235;750028227;PHARM REMUSAT;;14;;RUE;DE REMUSAT;;75;PARIS;75016;PARIS 16;145251850;145253735;28/08/1997;03/09/1943;09/07/2007;48.8481247, 2.271359;48.8481247;2.271359
750028284;750028276;SELARL LA PHARMACIE DU LYCEE;;181;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS 16;142887664;142887664;15/10/2012;17/11/1942;19/10/2012;48.8400463, 2.2640942;48.8400463;2.2640942
750028367;750028342;PHARM LAMOTHE;;167;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS 16;142883337;145209142;13/02/1996;17/11/1942;29/04/2009;48.8409897, 2.2657799;48.8409897;2.2657799
750028532;750028524;SARL PHARMACIE ZANA;;63;;RUE;DE LA FAISANDERIE;;75;PARIS;75016;PARIS 16;147273676;147551315;01/03/2011;17/11/1942;22/07/2011;48.86820406, 2.27550656;48.868204060000004;2.2755065600000006
750029035;750029027;PHARMACIE GALLIERA;;8;;AVENUE;PIERRE 1ER SERBIE;;75;PARIS;75016;PARIS 16;147208528;147206335;09/05/2005;06/11/1943;25/08/2010;48.8656231, 2.29563899;48.8656231;2.29563899
750029100;750029092;SELARL PHIE HOMEOPATHIQUE CENTRALE;;126;;RUE;DE LA POMPE;;75;PARIS;75016;PARIS 16;147279908;142942499;01/07/2011;17/11/1942;25/07/2011;48.8631878, 2.2765333;48.8631878;2.2765333
750029183;750029175;PHARMACIE GALERIE ST DIDIER;;37;;RUE;SAINT DIDIER;GALERIE SAINT DIDIER;75;PARIS;75016;PARIS 16;147271472;147551080;22/12/1997;17/11/1942;13/07/2009;48.86689782, 2.28408739;48.86689782;2.28408739
750029357;750029340;PHARM VICTOR HUGO;;156;;AVENUE;VICTOR HUGO;;75;PARIS;75016;PARIS 16;147276814;147550104;29/08/2001;11/09/1945;13/07/2009;48.86649013, 2.27786466;48.86649013;2.27786466
750029837;750029811;PHARM LA FOURCHE 17;;74;;AVENUE;DE CLICHY;;75;PARIS;75017;PARIS 17;145227617;145227605;26/06/2000;24/11/1942;13/02/2009;48.8893683, 2.3223298;48.8893683;2.3223298
750030504;750030496;SELAS PHARMACIE ABITBOL;;1;;RUE;JOUFFROY D ABBANS;;75;PARIS;75017;PARIS 17;147634899;147632905;19/12/2012;04/12/1942;17/01/2013;48.887141, 2.313621;48.887141;2.313621
750030553;750030546;PHARM BURBOT;;25;;RUE;LA CONDAMINE;;75;PARIS;75017;PARIS 17;143876555;143876555;29/09/1989;01/06/1943;13/07/2009;48.8870247, 2.3231796;48.8870247;2.3231796
750030637;750030611;PHARM CASTAGNET;;58;;RUE;DE LA JONQUIERE;;75;PARIS;75017;PARIS 17;146270886;146277660;31/03/1989;05/05/1943;10/02/2009;48.8938465, 2.3219921;48.8938465;2.3219921
750031783;750031775;PHARMACIE HELIOPOLIS;;131;;AVENUE;DE VILLIERS;;75;PARIS;75017;PARIS 17;143808746;;22/05/1987;24/11/1942;17/06/2009;48.8852336, 2.2938639;48.8852336;2.2938639
750031973;750031965;SELAS PHARMACIE CHATEAU ROUGE;;48;;BOULEVARD;BARBES;;75;PARIS;75018;PARIS 18;146066396;146063832;18/10/2010;31/12/1942;21/07/2011;48.8873962, 2.3499568;48.8873962;2.3499568
750032104;750032096;PHARMACIE MATHIEU LE MAREC;;106;;RUE;CAULAINCOURT;;75;PARIS;75018;PARIS 18;146061556;146066049;01/04/2009;11/05/1943;09/04/2009;48.8897314, 2.3413901;48.8897314;2.3413901
750032237;750032211;PHARMACIE DE LA CHAPELLE;;17;;RUE;DE LA CHAPELLE;;75;PARIS;75018;PARIS 18;142090639;142090639;12/04/1991;05/05/1943;25/08/2010;48.8915013, 2.3596583;48.8915013;2.3596583
750032484;750032476;PHARMACIE CUSTINE;;62;;RUE;CUSTINE;;75;PARIS;75018;PARIS 18;146062057;146069132;19/11/2002;30/12/1942;25/08/2010;48.8898115, 2.3432205;48.8898115;2.3432205
750032856;750032831;SARL PHARMACIE HADJ ALI;;2;;RUE;LEON;;75;PARIS;75018;PARIS 18;146065408;;03/09/2012;24/08/1943;04/10/2012;48.8875966, 2.3534752;48.8875966;2.3534752
750033086;750033060;PHARM DUPRE;;39;;RUE;MARX DORMOY;;75;PARIS;75018;PARIS 18;146076783;146076787;02/02/1989;30/12/1942;03/02/2009;48.8889521, 2.359872;48.8889521;2.359872
750033201;750033193;PHIE DE LA PORTE D AUBERVILIERS;;26;;BOULEVARD;NEY;;75;PARIS;75018;PARIS 18;140362070;140362670;01/12/2009;30/12/1942;01/12/2009;48.8982027, 2.3527857;48.8982027;2.3527857
750033482;750033474;PHARMACIE EUROPEENNE;;16;;BOULEVARD;ORNANO;;75;PARIS;75018;PARIS 18;142571720;142571932;09/06/1994;24/05/1943;15/07/2009;48.8964073, 2.3456278;48.8964073;2.3456278
750033532;750033524;GRANDE PHARMACIE PARIS ORNANO;;5;;PL;ALBERT KAHN;ANCT 51 BD ORNANO;75;PARIS;75018;PARIS 18;146068556;146068556;18/12/2009;31/12/1942;08/12/2009;48.8959724, 2.3464176;48.8959724;2.3464176
750034282;750034274;PHARMACIE SAINT GERVAIS;;1;;RUE;ALPHONSE AULARD;;75;PARIS;75019;PARIS 19;142086195;142082484;01/11/2009;11/11/1942;18/11/2009;48.8803175, 2.3987766;48.8803175;2.3987766
750034621;750034613;PHARM DE LA GEODE;;118;;AVENUE;DE FLANDRE;;75;PARIS;75019;PARIS 19;140050704;;28/04/1987;30/12/1942;09/11/2009;48.8931234, 2.3801748;48.8931234;2.3801748
750034704;750034696;PHARMACIE DALOY;;15;;RUE;HENRI RIBIERE;;75;PARIS;75019;PARIS 19;153386000;153386009;16/01/2007;28/04/1943;25/08/2010;48.8771538, 2.3954278;48.8771538;2.3954278
750034902;750034894;PHARMACIE DE L OURCQ;;148;;AVENUE;JEAN JAURES;;75;PARIS;75019;PARIS 19;142082771;142082863;01/09/2006;23/12/1942;22/10/2008;48.8842247, 2.3760131;48.8842247;2.3760131
750035123;750035115;PHARMACIE REBEVAL;;50;;RUE;REBEVAL;;75;PARIS;75019;PARIS 19;142086149;;28/09/1990;04/11/1943;11/05/2009;48.8747422, 2.3804815;48.8747422;2.3804815
750035255;750035230;PHARMACIE DU PARC;;43;B;AVENUE;SIMON BOLIVAR;;75;PARIS;75019;PARIS 19;142084103;142389172;01/06/2008;28/04/1943;25/09/2008;48.8760036, 2.3808312;48.8760036;2.3808312
750035453;750035446;GRANDE PHARMACIE D AVRON;;43;;RUE;D AVRON;;75;PARIS;75020;PARIS 20;143732351;143736007;26/02/1988;03/12/1942;29/05/2009;48.852041, 2.40159;48.852041;2.40159
750035586;750035560;SELAS PHARMACIE MONTE CRISTO;;30;;RUE;DE BAGNOLET;;75;PARIS;75020;PARIS 20;143703224;143709426;01/07/2010;07/12/1942;21/07/2011;48.8567988, 2.3973058;48.8567988;2.3973058
750035867;750035842;GRANDE PHARMACIE DU 20EME;;38;;BOULEVARD;DE CHARONNE;;75;PARIS;75020;PARIS 20;143702626;143701121;25/09/1984;28/05/1943;16/07/2009;48.8575505, 2.3921652;48.8575505;2.3921652
750035917;750035891;PHARMACIE DE L ESTEREL;;4;;BOULEVARD;DAVOUT;;75;PARIS;75020;PARIS 20;143724665;143724144;21/11/2002;05/12/1942;16/07/2009;48.8640546, 2.4086132;48.8640546;2.4086132
750036550;750036543;PHARMACIE MAMANE;;119;;RUE;DES PYRENEES;;75;PARIS;75020;PARIS 20;143701859;;08/11/1984;05/12/1942;16/07/2009;48.8569211, 2.4043269;48.8569211;2.4043269
750036782;750036774;PHARMACIE WOLFF;;61;;RUE;SAINT BLAISE;;75;PARIS;75020;PARIS 20;143670714;;22/04/2002;05/12/1942;16/07/2009;48.8573924, 2.4083014;48.8573924;2.4083014
770002178;770002129;PHARMACIE BOURGOIS-CHAPPAZ;PHARMACIE BOURGOIS PATRICE ET CHAPPAZ LAURENCE-MARIE;;;RUE;DE LA LIBERATION;"CENTRE COMMERCIAL ""MARKET""";77;SEINE-ET-MARNE;77220;TOURNAN EN BRIE;164428224;164428225;01/07/2002;04/06/2002;12/10/2011;48.7398, 2.77661;48.739799999999995;2.77661
770003358;770003309;SNC PHARMACIE COPERNIC;SNC PHARMACIE COPERNIC;17;;AVENUE;AMPERE;CHAMPS SUR MARNE;77;SEINE-ET-MARNE;77311;MARNE LA VALLEE CEDEX 2;164618826;164618386;30/04/2003;30/04/2003;25/08/2010;48.842372, 2.583985;48.842372;2.583985
910010727;910010701;PHARM GUIGNAT;;;;PL;DE LA GARE;;91;ESSONNE;91230;MONTGERON;169035586;169035586;07/08/1987;12/12/1957;30/07/2013;48.7, 2.4478;48.699999999999996;2.4477999999999995
910010842;910010834;PHARMACIE DAVENET;;125;;AVENUE;DE LA REPUBLIQUE;;91;ESSONNE;91230;MONTGERON;169035211;169425214;01/04/2006;20/04/1999;30/07/2013;48.7002, 2.46771;48.700199999999995;2.46771
910011246;910011220;PHARM MARTIN ERIC;;4;;RUE;VAPEREAU;;91;ESSONNE;91390;MORSANG SUR ORGE;169046194;;10/08/1984;19/06/1969;05/02/2009;48.662, 2.34668;48.66199999999999;2.34668
910011295;910011287;SELAS PHARM DE NOZAY;;2;;PL;DE LA MAIRIE;;91;ESSONNE;91620;NOZAY;169014498;169808589;01/10/2007;08/01/1975;30/07/2013;48.6598, 2.24234;48.65979999999999;2.24234
910011576;910011550;PHARMACIE NGUYEN;;27;;RUE;LEON BOURGEOIS;;91;ESSONNE;91120;PALAISEAU;160102930;160144592;07/12/1987;24/08/1967;30/07/2013;48.7053, 2.23826;48.70530000000001;2.23826
910011774;910011766;PHARMACIE DE LA VIEILLE POSTE;;9;;PL;HENRI BARBUSSE;;91;ESSONNE;91550;PARAY VIEILLE POSTE;169383304;169389664;09/01/2006;30/10/1969;01/08/2013;48.7131, 2.36252;48.71309999999998;2.3625199999999995
910012392;910012384;SARL PHARM DU PARC;;79;;AVENUE;GABRIEL PERI;;91;ESSONNE;91700;STE GENEVIEVE DES BOIS;160160020;169511184;16/04/2007;25/02/1944;02/08/2013;48.6492, 2.32033;48.649199999999986;2.3203300000000002
910012947;910012921;PHARM ALIQUOT CATHERINE;;15;;RUE;COMMERCE;;91;ESSONNE;91280;ST PIERRE DU PERRAY;;;20/04/1995;04/11/1994;01/04/2009;48.6146, 2.50684;48.614599999999996;2.50684
910012962;910012954;PHARM VILLEREY;;92;;;GRANDE RUE;;91;ESSONNE;91250;SAINTRY SUR SEINE;160754133;160755279;10/05/1977;19/03/1998;05/08/2013;48.5967, 2.49284;48.596700000000006;2.49284
910013176;910013150;SELURL PHARM JOUVE;;293;;BOULEVARD;ARISTIDE BRIAND;;91;ESSONNE;91600;SAVIGNY SUR ORGE;169963166;169960987;01/12/2009;18/04/1955;08/08/2013;48.6923, 2.36396;48.6923;2.3639600000000005
910013945;910013937;PHARM DU CTRE CIAL VILLABE A6;;;;ROUTE;DE VILLOISON;;91;ESSONNE;91100;VILLABE;160860785;160862133;18/12/1995;03/07/1995;16/09/2013;48.5838, 2.44088;48.58379999999998;2.44088
910013960;910013952;SNC FERLUS DUPONT;;7;;PL;GERARD NEVERS;;91;ESSONNE;91140;VILLEBON SUR YVETTE;160106914;160106914;01/10/2008;17/07/1975;16/09/2013;48.7001, 2.2271;48.700100000000006;2.2271
910014315;910014307;PHARM DES LACS;;39;;BOULEVARD;HUSSON;;91;ESSONNE;91170;VIRY CHATILLON;169052431;;07/07/1987;17/01/1967;04/02/2009;48.6767, 2.37998;48.6767;2.37998
910014562;910014554;PHARM VERMERSCH BERENGUER;;2;;RUE;DE L EGLISE;;91;ESSONNE;91330;YERRES;169484543;169484543;24/09/1987;07/10/1943;17/09/2013;48.716, 2.49144;48.715999999999994;2.49144
910014760;910014752;PHARMACIE ULIS 2;;;;;CTRE CIAL LES ULIS 2;;91;ESSONNE;91940;LES ULIS;169077037;169289540;02/10/1989;06/11/1974;13/09/2013;48.6786, 2.18653;48.6786;2.18653
910015197;910015171;PHARM DUBUY;;3;;RUE;DE PARIS;;91;ESSONNE;91090;LISSES;160861622;160863827;16/09/1997;16/09/1997;16/05/2013;48.5966, 2.42568;48.59659999999999;2.42568
910017607;910017581;PHARM NGHIEM PHU ANH PHIET;;54;;BOULEVARD;ARISTIDE BRIAND;;91;ESSONNE;91600;SAVIGNY SUR ORGE;169446307;169446593;30/10/2000;30/10/2000;06/04/2009;48.686, 2.34925;48.686;2.34925
920007747;920007721;PHARM BROUSSE JEAN MARIE FRANC.;;210;;RUE;ADOLPHE PAJEAUD;;92;HAUTS-DE-SEINE;92160;ANTONY;146664080;;13/06/1991;11/10/1973;25/08/2010;48.7408, 2.28155;48.74079999999999;2.28155
920008331;920008323;PHARM  PAUMARD MARIE R.;;10;;RUE;DES BOURGUIGNONS;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147930674;;23/06/1988;07/01/1943;07/04/2009;48.911, 2.27225;48.910999999999994;2.27225
920008463;920008455;PHARMACIE DE LA GARE;;2;;RUE;DENIS PAPIN;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147930228;;01/07/2007;02/02/1943;23/03/2009;48.9063, 2.28356;48.90630000000001;2.28356
920008513;920008505;PHARM  BOUDSOMMIER;;43;;RUE;GALLIENI;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147930041;;08/03/2004;09/01/1943;25/08/2010;48.9093, 2.28643;48.90929999999999;2.28643
920008661;920008653;PHARMACIE DE LA STATION;;2;;RUE;MAURICE BOKANOWSKI;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147333343;;19/08/1989;09/01/1943;07/04/2009;48.9072, 2.28601;48.9072;2.28601
920009040;920009032;PHARM C. BLOCH;;1;;RUE;GUSTAVE COURBET;;92;HAUTS-DE-SEINE;92220;BAGNEUX;146652168;;20/03/1990;12/02/1943;07/07/2009;48.8028, 2.32406;48.80279999999999;2.32406
920009743;920009735;PHARM  COTEREAU;;50;;AVENUE;GAL LECLERC;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;146053222;;20/12/1993;20/01/1943;30/04/2009;48.8324, 2.23898;48.832399999999986;2.23898
920009826;920009800;PHARM MME JULIAN;;83;;AVENUE;J B CLEMENT;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;146050278;;23/12/1992;19/01/1943;30/04/2009;48.8448, 2.23476;48.844800000000006;2.23476
920010600;920010584;PHARMACIE DU ROND POINT;;21;;RPT;RHIN ET DANUBE;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;146050065;;01/10/2007;01/01/1944;30/04/2009;48.8406, 2.22786;48.840599999999995;2.22786
920011160;920011152;PHARM M. GOUABAULT ALAIN;;16;;AVENUE;DU BOIS;;92;HAUTS-DE-SEINE;92290;CHATENAY MALABRY;146300164;;13/10/1994;19/07/1967;25/08/2010;48.7723, 2.25452;48.7723;2.25452
920011731;920011723;PHARM VALERIE BARAZI;;1059;;AVENUE;ROGER SALENGRO;;92;HAUTS-DE-SEINE;92370;CHAVILLE;147505038;;17/06/1987;16/07/1943;25/08/2010;48.8119, 2.19212;48.8119;2.19212
920011962;920011954;PHARM PHAN THE TRUNG;;26;;AVENUE;JEAN JAURES;;92;HAUTS-DE-SEINE;92140;CLAMART;146420083;;05/03/1992;19/04/1943;05/12/2008;48.8016, 2.26427;48.80160000000001;2.26427
920012481;920012473;PHARMACIE JEAN JAURES;;75;;BOULEVARD;JEAN JAURES;;92;HAUTS-DE-SEINE;92110;CLICHY;147371176;;14/03/2006;05/05/1943;07/07/2009;48.9017, 2.30474;48.901699999999984;2.30474
920012580;920012572;PHARMACIE DU LANDY;;12;;RUE;LANDY;;92;HAUTS-DE-SEINE;92110;CLICHY;147377606;;01/07/2007;29/04/1943;07/07/2009;48.9045, 2.30409;48.90449999999998;2.30409
920013240;920013232;PHARMACIE DE PARIS;;16;;RUE;PIERRE BROSSOLETTE;;92;HAUTS-DE-SEINE;92700;COLOMBES;142420958;146499960;01/07/2006;28/01/1943;25/08/2010;48.9102, 2.24066;48.91020000000001;2.24066
920013695;920013687;PHARMACIE VICTOR HUGO;;52;;RUE;LOUIS BLANC;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;147888448;;01/01/2006;03/07/1987;15/12/2008;48.8919, 2.25316;48.89189999999998;2.25316
920013810;920013802;PHARM DUROZEY;;33;;;PATIO DES REFLETS;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;147670707;;28/09/1988;20/09/1978;25/08/2010;48.8896, 2.2475;48.8896;2.2475
920013992;920013984;PHARM ADENIS MARIE CECILE ALICE;;37;;RUE;VICTOR HUGO;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;143332058;;03/12/1980;11/07/1980;15/12/2008;48.8937, 2.25637;48.8937;2.25637
920014040;920014032;PHARMACIE CENTRALE;;37;;RUE;DE BEZONS;2-6 RUE DE BITCHE;92;HAUTS-DE-SEINE;92400;COURBEVOIE;143337596;147886888;23/03/1992;28/01/1943;25/08/2010;48.8953, 2.24971;48.8953;2.24971
920015575;920015567;PHARMACIE DU CARREFOUR DE WEIDEN;;116;;BOULEVARD;GALLIENI;;92;HAUTS-DE-SEINE;92130;ISSY LES MOULINEAUX;146422207;;01/09/2005;19/04/1943;25/08/2010;48.8228, 2.2679;48.82279999999999;2.2679
920015765;920015757;PHARMACIE CHATEAU VILLIERS;;9;;RUE;GREFFULHE;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147587581;147587665;01/01/2008;09/01/1945;25/08/2010;48.894, 2.27655;48.894;2.27655
920016045;920016037;PHARM CHEKROUN;;101;;RUE;PAUL  VAILLANT COUTURIER;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147370386;;21/09/1955;30/06/1943;10/11/2009;48.8951, 2.28157;48.895099999999985;2.28157
920016094;920016086;PHARMACIE DE LA  MAIRIE;;4;;PL;DE LA REPUBLIQUE;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147370326;;23/06/2008;03/02/1943;25/08/2010;48.8933, 2.28863;48.8933;2.28863
920016227;920010428;PHARMACIE GANTER  OULIE;;19;;RUE;HENRI BARBUSSE;;92;HAUTS-DE-SEINE;92000;NANTERRE;147211673;;01/12/1987;07/01/1943;07/07/2009;48.8902, 2.19544;48.890199999999986;2.19544
920016847;920016821;PHARM COTTARD GILLES FRANCOIS;;3;;PL;STALINGRAD;;92;HAUTS-DE-SEINE;92190;MEUDON;145341970;;18/07/1991;29/01/1944;10/02/2009;48.815, 2.23449;48.81499999999998;2.23449
920017043;920017035;PHARMACIE DE PARIS;;52;;AVENUE;HENRI GINOUX;;92;HAUTS-DE-SEINE;92120;MONTROUGE;142530126;;08/10/1992;12/02/1943;25/08/2010;48.8185, 2.3226;48.81849999999998;2.3226
920017415;920017407;PHARM BRIOU JUANICO ELISABETH;;66;;RUE;DES AMANDIERS;;92;HAUTS-DE-SEINE;92000;NANTERRE;147216045;;22/06/1981;30/12/1966;25/08/2010;48.8908, 2.20539;48.89079999999999;2.20539
920017514;920017506;PHARM BENEZRA ELIE;;15;;RUE;DE COURBEVOIE;;92;HAUTS-DE-SEINE;92000;NANTERRE;147211742;;14/12/1987;09/05/1955;07/07/2009;48.8917, 2.20131;48.89170000000001;2.20131
920017910;920017902;PHARM HAY LY EANG;;82;;AVENUE;PABLO PICASSO;;92;HAUTS-DE-SEINE;92000;NANTERRE;147215054;;06/03/1986;25/05/1978;07/07/2009;48.8891, 2.22017;48.889099999999985;2.22017
920018215;920018207;PHARM  XAVIER ET ISABELLE GROUSSIER;;153;;AVENUE;ACHILLE PERETTI;;92;HAUTS-DE-SEINE;92200;NEUILLY SUR SEINE;146240517;;01/10/2003;01/06/1943;11/02/2009;48.8847, 2.26713;48.88469999999999;2.26713
920018314;920018306;PHARM BILGRAER PHILIPPE;;82;;AVENUE;CHARLES DE GAULLE;;92;HAUTS-DE-SEINE;92200;NEUILLY SUR SEINE;146240406;;29/06/1982;28/05/1943;25/08/2010;48.8818, 2.27089;48.8818;2.27089
920018496;920018470;PHARM SALVI;;174;;AVENUE;CHARLES DE GAULLE;;92;HAUTS-DE-SEINE;92200;NEUILLY SUR SEINE;146247532;146247532;01/10/2001;28/01/1943;25/08/2010;48.8854, 2.25946;48.885399999999976;2.25946
920018876;920018850;PHARM BOUST SYLVIE CATHERINE;;84;;RUE;BERNARD ISKE;;92;HAUTS-DE-SEINE;92350;LE PLESSIS ROBINSON;146322546;;13/04/1988;24/07/1964;04/06/2009;48.7883, 2.2711;48.78830000000001;2.2711
920019361;920019353;PHARMACIE ABTAN  PHILIPPE;;8;;AVENUE;GEORGES POMPIDOU;;92;HAUTS-DE-SEINE;92800;PUTEAUX;145060055;;30/12/1991;14/01/1943;06/07/2009;48.8745, 2.23484;48.87449999999999;2.23484
920019445;920019437;SELARL PHARMACIE WALLACE;;58;;BOULEVARD;RICHARD WALLACE;;92;HAUTS-DE-SEINE;92800;PUTEAUX;145060113;;01/08/2006;14/01/1943;20/05/2009;48.8806, 2.23848;48.88059999999999;2.23848
920019726;920019700;PHARM M. ET MME ALGARRA;;66;;RUE;DES ECOLES;;92;HAUTS-DE-SEINE;92500;RUEIL MALMAISON;147512977;;21/06/1993;17/07/1956;16/07/2009;48.8711, 2.19469;48.871099999999984;2.19469
920019981;920019973;PHARM SNC STERN;;18;;RUE;P. VAILLANT COUTURIER;;92;HAUTS-DE-SEINE;92500;RUEIL MALMAISON;147490136;;23/10/1990;24/07/1944;25/08/2010;48.8771, 2.18139;48.877099999999984;2.18139
920020211;920020203;PHARM FLAMENT FRAENKEL MARYVONNE;;47;;RUE;GOUNOD;;92;HAUTS-DE-SEINE;92210;ST CLOUD;146028024;;16/08/1984;17/12/1943;07/07/2009;48.8428, 2.21209;48.84279999999998;2.21209
920020302;920020286;PHARMACIE DE L'HOTEL DE VILLE;;8;;RUE;DE LA LIBERATION;;92;HAUTS-DE-SEINE;92210;ST CLOUD;146020387;;01/05/2007;17/12/1943;07/07/2009;48.8443, 2.21963;48.8443;2.21963
920020336;920020310;PHARM DES HAUTS DE SAINT CLOUD;;86;;BOULEVARD;DE LA REPUBLIQUE;;92;HAUTS-DE-SEINE;92210;ST CLOUD;146024095;;02/04/2009;02/02/1944;04/03/2009;48.8469, 2.21425;48.84689999999999;2.21425
920020617;920020591;PHARM  BAUM DANIELLE;;95;;RUE;DES BRUYERES;;92;HAUTS-DE-SEINE;92310;SEVRES;146263535;;27/11/1991;29/06/1950;24/06/2009;48.8146, 2.2149;48.81459999999998;2.2149
920020906;920020880;PHARMACIE DES CHENES;;55;;RUE;DES CHENES;;92;HAUTS-DE-SEINE;92150;SURESNES;145060975;;01/08/2009;28/08/1969;28/12/2010;48.8804, 2.22357;48.88040000000001;2.22357
920021037;920021011;PHARMACIE DE LA PAIX;;7;;AVENUE;LEON BOURGEOIS;;92;HAUTS-DE-SEINE;92150;SURESNES;145061832;;17/09/2004;28/05/1943;08/02/2005;48.8642, 2.20607;48.86419999999999;2.20607
920021433;920021425;PHARMACIE DE L'ETOILE;;8;;AVENUE;JEAN SALMON LEGAGNEUR;;92;HAUTS-DE-SEINE;92420;VAUCRESSON;147411887;;18/02/2008;22/04/1963;30/09/2009;48.8381, 2.15496;48.838099999999976;2.15496
920025020;920001591;PHARMACIE LEONARD DE VINCI;;23;;AVENUE;LEONARD DE VINCI;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;146671111;146671112;01/09/2005;19/06/2000;25/08/2010;48.8967, 2.23635;48.89669999999998;2.23635
930004536;930004510;PHARM DE LA MAIRIE;PHAR DE LA MAIRIE  MR NATAF ELIE;199;;AVENUE;VICTOR HUGO;;93;SEINE-SAINT-DENIS;93300;AUBERVILLIERS;143520031;143520022;03/08/1998;05/07/1943;25/08/2010;48.9147, 2.38094;48.91469999999999;2.38094
930004650;930004643;PHARM BOKOBZA PATRICIA;;71;;RUE;RECHOSSIÈRE;;93;SEINE-SAINT-DENIS;93300;AUBERVILLIERS;143520660;;16/02/1989;06/07/1943;16/06/2009;48.9142, 2.39207;48.914199999999994;2.39207
930004767;930004742;SELARL PHARM AULNAY 2;;;;;LE HAUT DE GALLY;;93;SEINE-SAINT-DENIS;93600;AULNAY SOUS BOIS;;;29/11/2004;21/06/1979;14/08/2009;48.9414, 2.50512;48.941399999999994;2.50512
930005020;930005012;SELAS PHARMACIE DE LA GARE D'AULNAY;;10;;BOULEVARD;DU GENERAL GALLIENI;;93;SEINE-SAINT-DENIS;93600;AULNAY SOUS BOIS;148666015;148688373;01/09/2005;27/12/1943;28/04/2006;48.9313, 2.495;48.93130000000001;2.4950000000000006
